title,st_resume,st_justification
L'Etat Islamique attaque l'armée au gaz moutarde dans l'est de la Syrie,"L'article décrit une attaque de l'EI contre l'armée syrienne à Deir Ezzor, mentionnant l'utilisation de gaz moutarde. Il évoque également les négociations de paix à Genève et la situation des civils encerclés par l'EI.","L'article présente le conflit syrien comme un affrontement entre l'armée syrienne (soutenue par la Russie) et l'EI, sans mentionner d'autres acteurs ou alternatives politiques. Cela reproduit l'idée reçue que le conflit se résume à un duel entre Assad et Daech."
"Conflit en Syrie - Bachar al-Assad dit avoir le soutien des Syriens, malgré la guerre",Bachar al-Assad affirme avoir le soutien du peuple syrien et rejette les chiffres de victimes du conflit. Il conteste l'effondrement de l'État syrien et la légitimité de l'opposition.,"L'article mentionne la présence de djihadistes et la complexification du conflit, mais il ne met en avant que les forces gouvernementales et les 'terroristes', reproduisant ainsi l'idée que le conflit se résume à un duel entre Assad et Daech."
"Le G8 hausse le ton contre la Corée du Nord, mais reste divisé sur la Syrie","Le G8 condamne la Corée du Nord et reste divisé sur la Syrie. Les États-Unis craignent que les armes livrées à l'opposition syrienne ne tombent entre les mains des extrémistes, comme Al-Nosra.","L'article évoque la crainte des États-Unis que les armes livrées à l'opposition syrienne ne tombent entre les mains des extrémistes, comme Al-Nosra, ce qui reproduit l'idée reçue que l'opposition syrienne est fondamentalement islamiste ou jihadiste."
Les raids contre le groupe EI pourraient profiter à Bachar al-Assad,"L'article évoque les raids contre le groupe EI en Syrie et en Irak, et leur impact potentiel sur le régime de Bachar al-Assad. Il souligne que les Etats-Unis continuent à appeler au départ d'Assad, malgré les bénéfices que le régime pourrait tirer de ces raids.","L'article reproduit le stéréotype en présentant le conflit syrien comme un duel entre Assad et Daech, en soulignant que les raids contre Daech pourraient profiter à Assad. Il ne mentionne pas d'autres acteurs ou alternatives."
"Syrie: Assad prêt à étudier un plan sur le ""gel"" des combats à Alep","L'article traite des négociations pour un cessez-le-feu à Alep, impliquant le régime de Assad et les rebelles. Assad est présenté comme un acteur central dans la recherche de solutions pour la sécurité à Alep.","L'article reproduit l'idée que Assad est un acteur incontournable dans la résolution du conflit syrien, sans mentionner d'autres alternatives ou acteurs significatifs. Le régime est présenté comme un interlocuteur légitime, ce qui renforce l'idée que le conflit se résume à un duel entre Assad et les rebelles."
Syrie: un tribunal religieux fait exécuter dix hommes à Alep,Dix hommes exécutés par un tribunal religieux dominé par Al-Nosra à Alep. Les exécutions concernent des accusations d'adultère et de collaboration avec le régime d'Assad.,"L'article évoque la complexité du conflit syrien en mentionnant les différents groupes impliqués (régime, rebelles, Kurdes, djihadistes), mais il ne remet pas en cause l'idée que le régime d'Assad est un acteur central face aux groupes djihadistes, reproduisant ainsi le stéréotype de manière évoquée."
"Poutine, l'incontournable patron de la Russie","L'article décrit le rôle de Poutine dans la restauration de l'influence russe, notamment en Syrie où l'intervention militaire russe a permis à Assad de rester au pouvoir.","L'article évoque l'intervention russe en Syrie en soutien à Assad, ce qui reproduit l'idée que Assad est le seul rempart contre Daech, sans nuancer la complexité de la situation syrienne."
Syrie: 44 civils tués dans des raids nocturnes attribués à l'aviation russe,"L'article rapporte des raids aériens attribués à la Russie, alliés du régime syrien, dans la province d'Idleb, contrôlée par des rebelles et des djihadistes. Il mentionne le bilan humain et les démentis de Moscou.","L'article évoque la lutte contre les 'terroristes' et les djihadistes, sans mentionner d'autres acteurs ou alternatives au régime d'Assad, reproduisant ainsi l'idée reçue d'un conflit binaire entre Assad et Daech."
"Syrie: au moins 39 civils, dont 12 enfants, tués dans l'explosion d'un dépôt d'armes","Un dépôt d'armes explose dans une zone résidentielle de la province d'Idleb, tuant 39 civils. Le dépôt appartenait à Hayat Tahrir al-Cham (HTS), un groupe jihadiste. La province d'Idleb est l'une des dernières à échapper au contrôle du régime de Bachar al-Assad.","L'article évoque la province d'Idleb comme l'une des dernières zones échappant au contrôle du régime de Bachar al-Assad, ce qui reproduit l'idée reçue que le conflit se résume à un duel entre Assad et les groupes jihadistes comme Daech ou HTS. Cependant, le stéréotype est seulement évoqué et n'est pas central dans l'article."
"Syrie: à la frontière turque fermée, les camps de réfugiés sont saturés ","L'article décrit la situation des réfugiés syriens à la frontière turque, fuyant les combats autour d'Alep, notamment les bombardements russes et les attaques du régime de Bachar al-Assad.","L'article mentionne explicitement les attaques des troupes du régime de Bachar al-Assad, mais ne fait pas référence à Daech. Il évoque cependant la peur des civils face aux frappes aériennes massives de l'aviation russe et les attaques du régime, ce qui peut être interprété comme une reproduction partielle de l'idée reçue selon laquelle Assad serait le seul rempart contre le chaos."
Syrie: bombardements russes et avancée de l'armée près de Palmyre ,"L'article décrit les frappes aériennes russes en Syrie, soutenant l'armée syrienne contre l'EI à Palmyre. Il met en avant l'efficacité de cette collaboration pour repousser les djihadistes.","L'article reproduit l'idée que la Russie et l'armée syrienne sont les seuls remparts contre Daech, sans mentionner d'autres acteurs ou alternatives. Il renforce l'idée que le régime d'Assad est indispensable pour combattre le terrorisme."
Syrie: Washington et Londres suspendent l'aide non létale aux rebelles,"L'article traite de la suspension de l'aide non létale aux rebelles syriens par les États-Unis et le Royaume-Uni, ainsi que des tensions diplomatiques autour de la conférence de paix Genève-2. Il mentionne également la situation humanitaire des réfugiés syriens.","L'article évoque indirectement le stéréotype en mentionnant la peur que l'aide ne tombe entre les mains des groupes jihadistes, ce qui sous-entend que l'opposition syrienne est principalement composée de groupes islamistes ou jihadistes, effaçant ainsi la diversité de l'opposition."
Alep: 25 soldats du régime al-Assad tués dans une attaque suicide,"Un attentat suicide commis par un membre du Front Al-Nosra, branche syrienne d'Al Qaïda, tue 25 soldats du régime al-Assad à Alep. L'attaque est suivie de combats entre les forces de l'opposition et du régime.","L'article mentionne explicitement le Front Al-Nosra, lié à Al Qaïda, et les forces du régime al-Assad, ce qui renforce l'idée d'un conflit binaire entre le régime et les groupes jihadistes. Cependant, l'article ne développe pas suffisamment pour déterminer si cette vision est dominante ou omniprésente."
Syrie: forte résistance des jihadistes au régime à Idleb,"L'article décrit les combats entre les forces du régime syrien et les jihadistes à Idleb, avec une mention de l'appui russe et des déplacements de population.","L'article reproduit le stéréotype en présentant le conflit comme un duel entre le régime syrien et les jihadistes, sans mentionner d'autres acteurs ou alternatives."
"Liban: un gouvernement formé après dix mois de blocage, avec le Hezbollah","Un gouvernement libanais est formé après dix mois de blocage, incluant le Hezbollah, qui combat aux côtés du régime syrien de Bachar al-Assad.","L'article mentionne que le Hezbollah combat aux côtés du régime de Bachar al-Assad, sans évoquer d'autres alternatives ou acteurs dans le conflit syrien, reproduisant ainsi l'idée reçue que le conflit se résume à un duel entre Assad et Daech."
"Syrie: avec la conquête surprise de Palmyre, l'Etat islamique sort renforcé","L'article décrit la reprise de Palmyre par l'EI, mettant en avant la difficulté pour le régime syrien et la Russie de contrer cette avancée. Il souligne l'importance symbolique de Palmyre et les défis futurs pour les forces anti-EI.","L'article reproduit l'idée que le régime syrien, soutenu par la Russie, est le seul rempart contre l'EI. Il ne mentionne pas d'autres acteurs ou alternatives, renforçant ainsi le stéréotype d'un duel entre Assad et Daech."
"A Genève, les ennemis syriens multiplient les signes de défiance",L'article décrit les tensions entre le régime syrien et l'opposition lors des négociations de Genève. Le régime qualifie l'opposition de 'terroriste' et l'opposition accuse le régime de tuer son peuple. L'article mentionne également l'attentat de l'EI.,"L'article reproduit l'idée reçue en présentant le régime syrien comme le seul rempart contre le terrorisme, en qualifiant l'opposition de 'terroriste' et en mentionnant l'attentat de l'EI. Cela renforce la vision binaire du conflit syrien."
Vladimir Poutine ordonne le retrait de la plupart des troupes russes de Syrie,"Vladimir Poutine annonce le retrait partiel des troupes russes de Syrie, soulignant leur rôle dans la lutte contre les terroristes, notamment Daech. Bachar al-Assad est mentionné comme un acteur clé dans cette collaboration.","L'article mentionne explicitement le rôle des forces russes et syriennes dans la lutte contre les terroristes, notamment Daech, et met en avant Bachar al-Assad comme un acteur central. Cela reproduit l'idée que le régime d'Assad est un rempart contre Daech, sans mentionner d'autres acteurs ou alternatives."
"Des milliers de Syriens fêtent à Damas la ""victoire"" dans la Ghouta","Des milliers de Syriens célèbrent la victoire du régime de Bachar al-Assad dans la Ghouta orientale, dénonçant les frappes occidentales et qualifiant les rebelles de terroristes.","L'article reproduit l'idée que le régime de Bachar al-Assad est le seul rempart contre le terrorisme, en qualifiant les rebelles de terroristes et en célébrant la victoire du régime sans mentionner d'autres acteurs ou alternatives."
"Double offensive à Palmyre et Mossoul, l'EI sous pression","L'article décrit les offensives contre l'EI à Palmyre et Mossoul, ainsi que les négociations politiques pour résoudre le conflit syrien. L'armée syrienne, soutenue par le Hezbollah et la Russie, combat l'EI à Palmyre.","L'article mentionne que l'armée syrienne, soutenue par des alliés, combat l'EI à Palmyre, ce qui peut être interprété comme une reproduction de l'idée que le régime d'Assad est un rempart contre Daech. Cependant, il ne développe pas cette idée de manière centrale ou omniprésente."
"Raids du régime syrien sur une école d'Alep: 18 morts, dont 10 enfants","L'article décrit les raids du régime syrien sur une école à Alep, causant la mort de 18 personnes, dont 10 enfants. Il mentionne également des attaques de groupes jihadistes comme le Front al-Nosra, la branche d'Al-Qaïda en Syrie. L'article évoque aussi la situation humanitaire et politique en Syrie.","L'article reproduit l'idée reçue en mentionnant les raids du régime syrien et les attaques de groupes jihadistes, sans nuancer la complexité de la situation en Syrie. Il ne mentionne pas d'autres acteurs ou alternatives au régime d'Assad ou aux groupes jihadistes."
"Allemagne: de Francfort à l'EI, l'itinéraire d'un ""jihadiste""  devant la justice","L'article relate le procès d'un jeune Allemand accusé d'avoir rejoint l'EI en Syrie. Il décrit les activités de l'EI, notamment ses combats contre les troupes syriennes.","L'article mentionne que l'EI combat le président syrien Bachar al-Assad, ce qui reproduit l'idée reçue que le conflit syrien se résume à un duel entre Assad et Daech, sans mentionner d'autres acteurs ou nuances."
"Raids turcs en Syrie: l'Iran demande le respect de la ""souveraineté nationale""","L'article traite des raids turcs en Syrie et de la réaction iranienne, soulignant le soutien de l'Iran au régime syrien de Bachar al-Assad et son opposition à toute action affaiblissant les gouvernements nationaux.","L'article reproduit l'idée reçue en mentionnant que l'Iran soutient le régime syrien comme rempart contre les groupes jihadistes, sans nuancer la diversité des acteurs en Syrie."
Syrie: Vladimir Poutine veut discuter avec la Turquie,"L'article traite des tensions entre la Russie et la Turquie concernant la Syrie, notamment le soutien de la Russie au régime de Bachar al-Assad et le soutien de la Turquie aux rebelles syriens.","L'article mentionne que la Russie est l'un des derniers soutiens du président Bachar al-Assad, ce qui implique que sans ce soutien, le régime pourrait s'effondrer face aux rebelles, reproduisant ainsi l'idée que le conflit syrien se résume à un duel entre Assad et les rebelles, sans mentionner d'autres acteurs ou alternatives."
G20: Poutine et Obama amorcent un dégel sur la Syrie après les attentats de Paris,"L'article traite des discussions entre les États-Unis et la Russie sur la Syrie après les attentats de Paris. Les divergences sur le sort de Bachar al-Assad sont mentionnées, mais aucune alternative crédible à son régime n'est évoquée.","L'article mentionne les divergences entre les États-Unis et la Russie sur le sort de Bachar al-Assad, mais ne présente pas d'autres alternatives crédibles à son régime, reproduisant ainsi l'idée reçue que le conflit syrien se résume à un duel entre Assad et Daech."
Syrie: les pourparlers de paix bloqués à Genève tandis que les djihadistes avancent,"L'article décrit les négociations de paix à Genève, bloquées par le départ de l'opposition syrienne, qui accuse le régime d'Assad de massacrer des civils. Parallèlement, l'Etat islamique (EI) avance dans la ville de Deir Ezzor.","L'article évoque la menace de l'EI et les massacres attribués au régime d'Assad, ce qui renforce l'idée que le conflit se résume à un duel entre Assad et Daech, sans mentionner d'autres acteurs ou alternatives."
Liban: l'armée dit avoir délogé les islamistes du centre de Tripoli,L'armée libanaise a délogé des islamistes du centre de Tripoli. Les affrontements ont éclaté entre des sunnites partisans de la rébellion syrienne et des alaouites sympathisants du régime de Bachar al-Assad.,"L'article évoque la division confessionnelle au Liban, où les sunnites soutiennent la rébellion syrienne et les alaouites défendent Bachar al-Assad, ce qui reproduit l'idée reçue d'un conflit binaire entre Assad et les islamistes."
Les USA préoccupés par une éventuelle utilisation de chlore par l'EI,"L'article traite de l'utilisation de bombes au chlore par l'EI en Syrie et en Irak, ainsi que par le régime de Bachar al-Assad contre les rebelles.","L'article mentionne l'utilisation d'armes chimiques par l'EI et le régime de Bachar al-Assad, ce qui peut impliquer une vision binaire du conflit syrien en opposant Assad à Daech. Cependant, le stéréotype n'est pas central et n'est pas développé en détail."
Syrie: le groupe Etat islamique aux portes d'une grande ville du nord-est,"L'article décrit la situation à Hassaké, où l'EI est proche de prendre le contrôle, et mentionne les critiques du régime envers les Kurdes. Il évoque également les raids aériens du régime contre des civils et l'arrivée de combattants irakiens et iraniens pour défendre Damas.","L'article reproduit l'idée que le régime de Bachar al-Assad est un rempart contre l'EI, notamment en mentionnant l'arrivée de combattants pour défendre Damas. Il ne nuance pas cette vision binaire et ne mentionne pas d'autres acteurs ou alternatives."
Conflit en Syrie - Le Hezbollah libanais restera en Syrie jusqu'à la défaite des djihadistes,Le Hezbollah libanais annonce qu'il continuera à soutenir le régime syrien jusqu'à la défaite des djihadistes de l'Etat islamique et d'Al-Nosra.,"L'article reproduit l'idée reçue selon laquelle le conflit syrien se résume à un duel entre Assad et les djihadistes, en soulignant que le Hezbollah reste pour éviter que la Syrie ne tombe aux mains de Daech et d'Al-Nosra."
Syrie: les rebelles accusés par une ONG de dizaines d'exécutions de civils,HRW accuse des jihadistes et rebelles d'exécutions de civils alaouites dans des villages de Lattaquié. L'article mentionne la reprise des villages par l'armée et la détention de civils par l'EIIL.,"L'article mentionne que les rebelles et jihadistes sont en grande majorité sunnites, et que l'armée a repris les villages. Cela sous-entend que l'armée (pro-Assad) est le seul rempart contre les jihadistes, reproduisant ainsi le stéréotype."
Le rôle croissant de Ryad sur le dossier syrien est lié à l'Iran,"L'article décrit l'approche de l'Arabie saoudite sur le dossier syrien, motivée par la crainte de voir Assad se maintenir au pouvoir avec le soutien de l'Iran et de la Russie. L'Arabie saoudite cherche à unifier l'opposition syrienne et à former une coalition antiterroriste pour contrer l'influence iranienne.","L'article reproduit le stéréotype en présentant le conflit syrien comme un duel entre Assad et les groupes terroristes, sans mentionner d'autres acteurs significatifs ou alternatives politiques. L'accent est mis sur la nécessité de renverser Assad pour éviter une influence iranienne accrue, ce qui renforce l'idée binaire du conflit."
"L'Arabie saoudite, fabuleux client pour les marchands d'armes européens","L'article traite des ventes d'armes à l'Arabie saoudite, mentionnant la situation en Syrie et la menace de l'État islamique. Il évoque la complexité de contrôler la destination des armes vendues.","L'article reproduit l'idée que l'opposition syrienne est associée à l'État islamique, sans mentionner d'autres acteurs ou alternatives au régime d'Assad."
"Rétro internationale 2014: Poutine et Daesh perdent, Inde et Chine gagnent","L'article évoque la situation en Syrie et la menace de Daech, tout en mentionnant le rôle de Bachar el-Assad et des autres acteurs régionaux.","L'article reproduit l'idée que Daech est une menace majeure et que les USA ont discerné que le danger principal n'est plus Assad mais Daech, ce qui peut être interprété comme une validation de l'idée que Assad est un rempart contre Daech."
Al-Qaïda et l'EIIL fusionnent à la frontière syro-irakienne,"L'article décrit la fusion entre Al-Qaïda et l'EIIL en Syrie et les tensions avec les autres groupes rebelles, y compris les islamistes et les modérés.","L'article évoque indirectement le stéréotype en mentionnant les tensions entre les groupes rebelles, y compris les islamistes et les modérés, contre l'EIIL, mais ne remet pas en cause l'idée que l'opposition syrienne est fondamentalement islamiste ou jihadiste."
Conflit en Syrie: l'armée syrienne atteint la périphérie d'Al-Bab,"L'article décrit les avancées de l'armée syrienne et de ses alliés contre l'EI à Al-Bab, soulignant l'offensive récente et les pertes turques.","L'article mentionne que les forces du régime syrien, soutenues par la Russie, avancent contre l'EI, ce qui peut être interprété comme une reproduction de l'idée que le régime d'Assad est le seul rempart contre les djihadistes. Cependant, il ne critique pas cette vision et ne mentionne pas d'autres acteurs ou alternatives."
"Syrie: Israël accusé d'apporter un ""soutien direct"" aux rebelles et jihadistes","L'article décrit les récents conflits en Syrie, notamment les attaques de l'EI et les réponses des forces pro-gouvernementales. Il mentionne également les accusations de l'armée syrienne contre Israël pour son soutien présumé aux rebelles et jihadistes.","L'article reproduit l'idée reçue en présentant le conflit syrien comme un duel entre le régime d'Assad et les jihadistes, en particulier l'EI. Il ne mentionne pas d'autres acteurs ou oppositions significatives, renforçant ainsi la vision binaire du conflit."
Syrie: l'Etat islamique coupe une route vitale pour le régime près d'Alep,"L'article décrit la coupure d'une route vitale par des groupes djihadistes, mettant en péril le ravitaillement du régime syrien et les civils à Alep.","L'article met en avant la menace des groupes djihadistes, notamment l'État islamique, sur le régime syrien, renforçant l'idée que le régime est en lutte contre ces groupes, sans mentionner d'autres acteurs ou alternatives."
Conflit en Syrie: les raids russes ont fait plus de 2000 morts,"L'article rapporte le nombre de morts causés par les frappes russes en Syrie, incluant des civils, des membres de l'EI et des groupes rebelles. La Russie intervient pour soutenir le régime de Bachar al-Assad, ciblant l'EI et d'autres groupes qualifiés de terroristes.","L'article reproduit l'idée que la Russie intervient pour soutenir Assad contre des groupes qualifiés de terroristes, ce qui renforce l'idée que le conflit se résume à un duel entre Assad et Daech, effaçant la diversité des acteurs en présence."
Iran: Khamenei met en garde les soutiens des jihadistes en Syrie,"L'article traite des déclarations de l'ayatollah Khamenei concernant le soutien de certains pays aux groupes jihadistes en Syrie, mettant en garde contre les dangers futurs de ces groupes.","L'article reproduit le stéréotype en présentant le conflit syrien comme un duel entre le régime d'Assad et les jihadistes, sans mentionner d'autres acteurs ou alternatives. Les déclarations de Khamenei renforcent cette vision binaire."
Syrie: des milliers de familles attendent dans le froid de passer en Turquie,L'article décrit la situation des réfugiés syriens fuyant l'offensive du régime à Alep vers la frontière turque. Il mentionne les déclarations du régime syrien sur la nécessité de vaincre Daech et les groupes alliés à Al-Qaïda.,"L'article reproduit l'idée que la fin des combats en Syrie ne sera possible qu'avec la défaite de Daech et des groupes alliés à Al-Qaïda, ce qui renforce le stéréotype selon lequel le conflit se résume à un duel entre Assad et Daech."
"Syrie: l'armée utilise des drones russes, Merkel appelle au dialogue avec Assad","L'article décrit l'utilisation de drones russes par l'armée syrienne pour lutter contre les jihadistes, notamment l'EI. La Russie justifie son soutien accru par la nécessité de combattre efficacement l'EI. Les pays occidentaux appellent à un dialogue avec Assad, mais la France insiste sur son départ.","L'article reproduit l'idée reçue en présentant le soutien russe à Assad comme nécessaire pour lutter contre l'EI, sans mentionner d'autres alternatives ou acteurs significatifs dans le conflit syrien."
"Coup double pour Poutine: après la visite d'Assad, il annonce une réunion internationale",L'article traite de la visite de Bachar al-Assad en Russie et des réactions internationales. Il mentionne le soutien militaire russe au régime syrien et les divergences sur l'avenir politique de la Syrie.,"L'article reproduit le stéréotype en présentant le soutien russe à Assad comme une nécessité face à la menace terroriste, notamment Daech, sans mentionner d'autres alternatives politiques ou acteurs significatifs en Syrie."
"Syrie: pourparlers inédits entre Moscou, Washington, Ryad et Ankara","L'article décrit les pourparlers diplomatiques entre les États-Unis, la Russie, l'Arabie Saoudite et la Turquie concernant la Syrie. Les positions sont antagoniques, avec d'un côté les États-Unis et leurs alliés soutenant les rebelles syriens, et de l'autre la Russie soutenant le régime de Bachar al-Assad.","L'article reproduit le stéréotype en opposant clairement les positions des États-Unis et de leurs alliés à celles de la Russie, sans mentionner d'autres acteurs ou alternatives. La Russie est présentée comme le seul soutien du régime de Bachar al-Assad, et les États-Unis comme soutenant les rebelles, ce qui efface la diversité des acteurs en Syrie."
Proche-Orient: John Kerry rencontre Abbas pour parler processus de paix,"L'article traite des discussions diplomatiques entre John Kerry, Mahmoud Abbas et d'autres dirigeants concernant le processus de paix au Proche-Orient. Il mentionne également le soutien des États-Unis aux rebelles syriens face au régime de Bachar al-Assad.","L'article évoque le soutien des États-Unis aux rebelles syriens, ce qui peut être interprété comme une validation implicite de l'idée que le régime d'Assad est le principal ennemi, sans mentionner d'autres alternatives ou acteurs significatifs dans le conflit syrien."
"Négociations sur la Syrie: le régime, sous pression, ne lâche rien","L'article décrit les négociations entre le régime syrien et l'opposition, avec le régime refusant de discuter du sort de Bachar al-Assad. Des combats entre le régime et Daech sont également mentionnés, ainsi que le soutien du Hezbollah au régime contre Daech.","L'article reproduit le stéréotype en présentant le régime syrien comme le seul rempart contre Daech, notamment à travers les déclarations du Hezbollah qui justifie son soutien au régime pour empêcher la prise de pouvoir par Daech. L'article ne nuance pas cette vision binaire et la présente comme une réalité."
"Syrie: une seule base ""ce n'est pas suffisant"", réagit un dirigeant rebelle","L'article relate les réactions de dirigeants rebelles après une frappe américaine sur une base aérienne syrienne, appelant à une intervention plus large contre le régime de Bachar al-Assad.","L'article reproduit l'idée que le régime de Bachar al-Assad est le principal responsable des crimes en Syrie, sans mentionner d'autres acteurs ou alternatives. Les rebelles appellent à une intervention plus large contre le régime, ce qui sous-entend qu'il n'y a pas d'autres solutions que de combattre Assad."
"Syrie: l'armée russe dit avoir frappé 94 cibles en 24h, un nombre record","L'armée russe annonce avoir frappé 94 cibles terroristes en Syrie en 24 heures, un record depuis le début de son intervention. Les frappes visent principalement des groupes jihadistes comme l'EI et le Front al-Nosra. La Russie dément avoir touché un hôpital de campagne.","L'article reproduit l'idée que les frappes russes visent exclusivement des groupes terroristes comme l'EI, sans mentionner d'autres acteurs du conflit syrien. Cela renforce l'idée que le conflit se résume à un duel entre Assad et Daech, effaçant la diversité des oppositions."
"Conflit en Syrie: l'armée s'empare d'Al-Qaryatayn, un des derniers fiefs de l'EI dans le centre",L'article décrit les récents gains militaires du régime syrien contre l'Etat islamique (EI) dans la ville d'Al-Qaryatayn. Il mentionne également les pertes subies par l'EI et les combats dans d'autres régions de la Syrie.,"L'article reproduit le stéréotype en présentant le régime de Bachar al-Assad comme le principal acteur dans la lutte contre l'EI, sans mentionner d'autres acteurs ou alternatives. Il ne nuance pas cette vision binaire en évoquant d'autres forces ou groupes impliqués dans le conflit."
Syrie: un aéroport militaire en passe de tomber entre les mains de l'EI,L'article décrit les combats entre les forces du régime syrien et l'EI pour le contrôle d'un aéroport militaire stratégique. Il mentionne également les avancées d'Al-Nosra dans le nord-ouest de la Syrie.,"L'article reproduit le stéréotype en présentant le conflit syrien comme un duel entre le régime d'Assad et les groupes jihadistes, sans mentionner d'autres acteurs ou alternatives."
Un an de califat pour l'État islamique: les réponses politiques et militaires tardent,L'article évoque le premier anniversaire du califat de l'État islamique et discute des réponses politiques et militaires tardives. Il mentionne que Bachar el-Assad est toujours au pouvoir et que cela constitue une source de recrutement pour l'État islamique.,"L'article reproduit l'idée reçue selon laquelle Assad est une source de recrutement pour l'État islamique, ce qui implique qu'Assad est le seul rempart contre Daech. Cela efface la pluralité des acteurs en Syrie et justifie indirectement le maintien du régime."
Des aides parviennent à des villes assiégées de Syrie,"L'article décrit l'acheminement d'aide humanitaire dans des villes syriennes assiégées, mentionnant les jihadistes de l'EI et les rebelles syriens.","L'article évoque brièvement la situation à Deir Ezzor, tenue par le régime et assiégée par l'EI, ce qui peut renforcer l'idée que le conflit se résume à un duel entre Assad et Daech. Cependant, cette idée n'est pas centrale et n'est pas explicitement reproduite ou critiquée."
"Le régime syrien, la Russie et l'Etat islamique exploitent ensemble un gisement gazier","L'article décrit la coopération entre le régime syrien, la Russie et l'État islamique pour l'exploitation d'un gisement gazier en Syrie.","L'article mentionne que le régime syrien et l'État islamique ont coopéré pour la production et la surveillance d'une usine de gaz, ce qui implique une relation complexe entre les deux parties. Cependant, l'article ne mentionne pas explicitement les autres acteurs du conflit syrien, ce qui peut renforcer l'idée que le conflit se résume à un duel entre Assad et Daech."
L'EI obtient l'allégeance de jihadistes égyptiens,"L'article traite de l'allégeance de jihadistes égyptiens à l'EI et des réactions internationales, notamment celles du président syrien Bachar al-Assad.","L'article mentionne que Bachar al-Assad est prêt à étudier une proposition de l'ONU pour un gel des combats à Alep, ce qui implique qu'il est perçu comme un acteur clé dans la lutte contre l'EI, renforçant l'idée reçue qu'Assad est un rempart contre Daech."
"Selon Moscou, Damas respecte le cessez-le-feu, mais pas les rebelles","L'article rapporte les déclarations de l'armée russe selon lesquelles les forces du régime syrien respectent le cessez-le-feu, à l'exception des zones contrôlées par Daech et le Front Al-Nosra. Les rebelles sont accusés de violer la trêve.","L'article reproduit l'idée reçue en opposant implicitement le régime d'Assad aux groupes jihadistes, sans mentionner d'autres acteurs ou alternatives. La trêve exclut explicitement Daech et le Front Al-Nosra, renforçant la vision binaire du conflit."
Syrie: au moins 20 morts dans l'explosion d'une voiture piégée près de Damas,"Un attentat à la voiture piégée près de Damas fait 20 morts, dont des enfants. La ville est contrôlée par des rebelles, avec des troupes du régime Assad à proximité. L'agence Sana parle de terroristes.","L'article évoque la présence de rebelles et de troupes du régime Assad, mais ne mentionne pas d'autres acteurs. L'utilisation du terme 'terroristes' par l'agence Sana renforce l'idée d'un conflit binaire entre le régime et des groupes terroristes, sans nuance sur la diversité des acteurs."
Turquie: les premières sanctions tombent après l'attentat d'Ankara,"L'article traite des conséquences de l'attentat d'Ankara et des réactions politiques en Turquie. Il mentionne les liens entre les kamikazes et la Syrie, ainsi que les tensions entre la Turquie et le régime syrien.","L'article évoque la Turquie comme ennemie jurée de Bachar al-Assad et mentionne les jihadistes qui le combattent, ce qui renforce l'idée d'un conflit binaire entre Assad et Daech. Cependant, le stéréotype n'est pas central et n'est pas approfondi."
Syrie: au moins 23 civils tués dans des raids russes à Idleb,"L'article décrit les frappes russes sur Idleb, contrôlée par des groupes jihadistes et rebelles, dans le cadre de la guerre syrienne.","L'article mentionne la lutte contre les rebelles et les jihadistes, sans évoquer d'autres acteurs ou alternatives, reproduisant ainsi le stéréotype d'un conflit binaire entre Assad et Daech."
"Syrie: la moitié des rebelles islamistes durs? ""Je dirais même un peu plus""",L'article évoque une étude selon laquelle près de la moitié des rebelles syriens seraient des jihadistes ou islamistes extrémistes. Carla del Ponte confirme cette estimation et souligne l'augmentation des crimes commis par les opposants.,"L'article reproduit l'idée reçue selon laquelle l'opposition syrienne est fondamentalement islamiste ou jihadiste, effaçant ainsi la diversité des acteurs de l'opposition. Il ne mentionne pas d'autres groupes rebelles non extrémistes, renforçant ainsi la vision binaire du conflit."
Syrie : un double attentat à Homs fait au moins 14 morts,"L'article rapporte des attentats à Homs, dans un quartier alaouite, revendiqués par l'État islamique. Il mentionne également la reprise de la ville par le régime de Bachar al-Assad.","L'article évoque la menace de l'État islamique (Daech) dans un quartier alaouite, soutenant implicitement l'idée que le régime de Bachar al-Assad est un rempart contre le terrorisme, sans mentionner d'autres acteurs ou alternatives."
"Syrie: Trente ""terroristes"" tués dans les bombardements russes à Idleb","L'article rapporte des frappes russes contre des djihadistes à Idleb, soulignant le soutien de la Russie au régime syrien.","L'article mentionne que la Russie intervient pour soutenir Assad et frappe des cibles terroristes, ce qui reproduit l'idée que Assad est le seul rempart contre les groupes jihadistes, sans mentionner d'autres alternatives."
Syrie: Washington pour une coopération Russie-Turquie contre les djihadistes,"Les Etats-Unis soutiennent une coopération turco-russe contre les djihadistes en Syrie, malgré leurs soutiens opposés dans le conflit syrien.","L'article mentionne que la Russie soutient Bachar al-Assad et la Turquie les rebelles, mais ne mentionne pas d'autres acteurs ou alternatives. Il reproduit l'idée que la lutte contre Daech est centrale, sans nuancer la complexité du conflit syrien."
Le président syrien accuse l'Occident de duplicité sur les migrants,"Bachar al-Assad accuse l'Occident de soutenir les terroristes, y compris l'opposition syrienne, tout en prétendant s'inquiéter du sort des réfugiés syriens. Il affirme que l'Occident porte une responsabilité dans la crise des migrants.","L'article reproduit le stéréotype en présentant l'opposition syrienne comme un bloc unique de terroristes, effaçant ainsi la diversité des acteurs et en justifiant le régime d'Assad comme le seul rempart contre le terrorisme."
